metric,value
accuracy,0.6
auPRC,0.7
auROC,0.5
auROC50,0.5
log.loss,13.815510559082032
pearson.p,0.39367241278165704
pearson.r,0.497580349445343
recall_at_10_fdr,0.5
recall_at_5_fdr,0.5
spearman.p,1.0
spearman.r,0.0
train_time,0.8559152346725265
