metric,value
accuracy,0.9259259259259259
auPRC,0.3351266547374466
auROC,0.7134693877551019
auROC50,0.38857142857142857
log.loss,0.32828802895293663
pearson.p,7.245713599575882e-06
pearson.r,0.3198416829109192
recall_at_10_fdr,0.14285714285714285
recall_at_5_fdr,0.14285714285714285
spearman.p,0.007582033906872632
spearman.r,0.19366633038696018
train_time,239.00189212795036
