metric,value
accuracy,0.9259259259259259
auPRC,0.059095751072932294
auROC,0.35918367346938773
auROC50,0.06
log.loss,0.36018966209320796
pearson.p,0.0014145972133424772
pearson.r,-0.2305525839328766
recall_at_10_fdr,0.0
recall_at_5_fdr,0.0
spearman.p,0.07979893715589223
spearman.r,-0.12775346487420564
train_time,157.5208252584717
