metric,value
accuracy,0.9259259259259259
auPRC,0.22938818292494284
auROC,0.6857142857142857
auROC50,0.31
log.loss,0.36714381342211727
pearson.p,0.000667033358103554
pearson.r,0.2453494817018509
recall_at_10_fdr,0.07142857142857142
recall_at_5_fdr,0.07142857142857142
spearman.p,0.020475141689568016
spearman.r,0.16848592957670758
train_time,179.08948738604474
