metric,value
accuracy,0.9259259259259259
auPRC,0.18334694611634747
auROC,0.6461224489795918
auROC50,0.25857142857142856
log.loss,0.3326758372562903
pearson.p,0.06995657698670413
pearson.r,0.13211558759212494
recall_at_10_fdr,0.0
recall_at_5_fdr,0.0
spearman.p,0.06899695167636218
spearman.r,0.13256706900223694
train_time,190.55992177026346
