metric,value
accuracy,0.9259259259259259
auPRC,0.2928910800486966
auROC,0.6622448979591836
auROC50,0.3514285714285714
log.loss,0.37806662664842355
pearson.p,1.631353411182941e-05
pearson.r,0.3079097270965576
recall_at_10_fdr,0.14285714285714285
recall_at_5_fdr,0.14285714285714285
spearman.p,0.04326118047254105
spearman.r,0.14719388248153406
train_time,233.13339761582515
