metric,value
accuracy,0.9259259259259259
auPRC,0.12788816153675758
auROC,0.5575510204081633
auROC50,0.20285714285714285
log.loss,0.3429592796576717
pearson.p,0.9071090903055044
pearson.r,0.008544165641069412
recall_at_10_fdr,0.0
recall_at_5_fdr,0.0
spearman.p,0.4755219608376019
spearman.r,0.05221214643319577
train_time,183.88789290653853
