metric,value
accuracy,0.9259259259259259
auPRC,0.2908649571361347
auROC,0.6783673469387754
auROC50,0.32857142857142857
log.loss,0.3464167203222002
pearson.p,2.970333869342364e-05
pearson.r,0.2987554669380188
recall_at_10_fdr,0.14285714285714285
recall_at_5_fdr,0.14285714285714285
spearman.p,0.026108844219872647
spearman.r,0.16182055214290375
train_time,144.95071216619883
