metric,value
accuracy,0.9259259259259259
auPRC,0.28147095669445127
auROC,0.6926530612244898
auROC50,0.3314285714285714
log.loss,0.3485465513335334
pearson.p,8.970975470526487e-05
pearson.r,0.28101134300231934
recall_at_10_fdr,0.14285714285714285
recall_at_5_fdr,0.14285714285714285
spearman.p,0.016152716831320083
spearman.r,0.17478100826418894
train_time,142.4314125626969
