metric,value
accuracy,0.9259259259259259
auPRC,0.14313917915101088
auROC,0.5122448979591837
auROC50,0.10857142857142857
log.loss,0.3482203863600574
pearson.p,0.600787291145306
pearson.r,0.03830232098698616
recall_at_10_fdr,0.07142857142857142
recall_at_5_fdr,0.07142857142857142
spearman.p,0.8794121173598588
spearman.r,0.011108962389673028
train_time,157.9528643768436
