metric,value
accuracy,0.9259259259259259
auPRC,0.2570789643419153
auROC,0.6702040816326531
auROC50,0.3142857142857143
log.loss,0.3482365038975206
pearson.p,0.013677531231103438
pearson.r,0.17908340692520142
recall_at_10_fdr,0.14285714285714285
recall_at_5_fdr,0.14285714285714285
spearman.p,0.03387903613429376
spearman.r,0.15441464583434492
train_time,166.46810278519987
