metric,value
accuracy,0.9259259259259259
auPRC,0.28906603577073964
auROC,0.6461224489795919
auROC50,0.33
log.loss,0.3376137304400641
pearson.p,0.00018999640713701196
pearson.r,0.26824742555618286
recall_at_10_fdr,0.14285714285714285
recall_at_5_fdr,0.14285714285714285
spearman.p,0.06899720069409823
spearman.r,0.13256695118343145
train_time,162.8833339007416
