metric,value
accuracy,0.9259259259259259
auPRC,0.0965848564239072
auROC,0.5640816326530612
auROC50,0.14142857142857143
log.loss,0.3175801095508394
pearson.p,0.7085033710904567
pearson.r,0.027371296659111977
recall_at_10_fdr,0.0
recall_at_5_fdr,0.0
spearman.p,0.42683225557275106
spearman.r,0.058137161519704564
train_time,6.644241763573761
