metric,value
accuracy,0.6
auPRC,0.325
auROC,0.0
auROC50,0.0
log.loss,13.815510559082032
pearson.p,0.1711252877351469
pearson.r,-0.7189415097236633
recall_at_10_fdr,0.0
recall_at_5_fdr,0.0
spearman.p,0.05766888562243733
spearman.r,-0.8660254037844386
train_time,0.5865869678556919
