metric,value
accuracy,0.6
auPRC,0.75
auROC,0.6666666666666667
auROC50,0.6666666666666666
log.loss,0.686689829826355
pearson.p,0.29611459023881925
pearson.r,0.5889068245887756
recall_at_10_fdr,0.5
recall_at_5_fdr,0.5
spearman.p,0.6376180914006018
spearman.r,0.28867513459481287
train_time,0.2550616899660478
