metric,value
accuracy,0.9259259259259259
auPRC,0.23801197194733945
auROC,0.653469387755102
auROC50,0.31142857142857144
log.loss,0.3518216384466363
pearson.p,0.0005403519768050428
pearson.r,0.24933890998363495
recall_at_10_fdr,0.07142857142857142
recall_at_5_fdr,0.07142857142857142
spearman.p,0.0560367601687578
spearman.r,0.13923251423134306
train_time,150.24794786996208
