metric,value
accuracy,0.6
auPRC,0.5
auROC,0.5
auROC50,0.5
log.loss,13.815510559082032
pearson.p,0.782603018581756
pearson.r,0.1715889573097229
recall_at_10_fdr,0.0
recall_at_5_fdr,0.0
spearman.p,1.0
spearman.r,0.0
train_time,0.1631654537593325
